sID,Sound,VOT,F0,VOTlevel,F0level,Block,StimulusType,Response
007,RMS_pier_5_300,5,300,2,6,baseline,71.789,beer
007,RMS_pier_25_220,25,220,6,2,baseline,71.427,pier
007,RMS_pier_20_260,20,260,5,4,baseline,72.155,pier
007,RMS_pier_25_240,25,240,6,3,baseline,71.686,pier
007,RMS_pier_5_240,5,240,2,3,baseline,71.671,beer
007,RMS_pier_5_280,5,280,2,5,baseline,71.669,beer
007,RMS_pier_25_260,25,260,6,4,baseline,71.689,pier
007,RMS_pier_15_220,15,220,4,2,baseline,70.479,beer
007,RMS_pier_10_220,10,220,3,2,baseline,71.33,beer
007,RMS_pier_20_300,20,300,5,6,baseline,71.296,pier
007,RMS_pier_5_260,5,260,2,4,baseline,71.238,beer
007,RMS_pier_25_300,25,300,6,6,baseline,72.264,pier
007,RMS_pier_10_300,10,300,3,6,baseline,72.045,beer
007,RMS_pier_15_240,15,240,4,3,baseline,70.459,beer
007,RMS_pier_20_280,20,280,5,5,baseline,71.942,pier
007,RMS_pier_10_280,10,280,3,5,baseline,72.044,beer
007,RMS_pier_15_300,15,300,4,6,baseline,71.279,pier
007,RMS_pier_10_260,10,260,3,4,baseline,72.173,beer
007,RMS_pier_20_240,20,240,5,3,baseline,71.453,pier
007,RMS_pier_25_280,25,280,6,5,baseline,72.062,pier
007,RMS_pier_10_240,10,240,3,3,baseline,71.854,beer
007,RMS_pier_5_220,5,220,2,2,baseline,71.334,beer
007,RMS_pier_20_220,20,220,5,2,baseline,71.184,beer
007,RMS_pier_15_260,15,260,4,4,baseline,70.886,beer
007,RMS_pier_15_280,15,280,4,5,baseline,71.137,beer
007,RMS_pier_5_260,5,260,2,4,baseline,71.238,beer
007,RMS_pier_10_280,10,280,3,5,baseline,72.044,beer
007,RMS_pier_15_260,15,260,4,4,baseline,70.886,beer
007,RMS_pier_25_260,25,260,6,4,baseline,71.689,pier
007,RMS_pier_25_240,25,240,6,3,baseline,71.686,pier
007,RMS_pier_5_240,5,240,2,3,baseline,71.671,beer
007,RMS_pier_5_300,5,300,2,6,baseline,71.789,beer
007,RMS_pier_25_300,25,300,6,6,baseline,72.264,pier
007,RMS_pier_20_300,20,300,5,6,baseline,71.296,pier
007,RMS_pier_10_260,10,260,3,4,baseline,72.173,beer
007,RMS_pier_15_280,15,280,4,5,baseline,71.137,pier
007,RMS_pier_5_280,5,280,2,5,baseline,71.669,beer
007,RMS_pier_25_220,25,220,6,2,baseline,71.427,pier
007,RMS_pier_15_300,15,300,4,6,baseline,71.279,beer
007,RMS_pier_20_260,20,260,5,4,baseline,72.155,pier
007,RMS_pier_10_300,10,300,3,6,baseline,72.045,beer
007,RMS_pier_20_220,20,220,5,2,baseline,71.184,beer
007,RMS_pier_5_220,5,220,2,2,baseline,71.334,beer
007,RMS_pier_20_240,20,240,5,3,baseline,71.453,beer
007,RMS_pier_20_280,20,280,5,5,baseline,71.942,pier
007,RMS_pier_15_220,15,220,4,2,baseline,70.479,beer
007,RMS_pier_10_240,10,240,3,3,baseline,71.854,beer
007,RMS_pier_10_220,10,220,3,2,baseline,71.33,beer
007,RMS_pier_15_240,15,240,4,3,baseline,70.459,beer
007,RMS_pier_25_280,25,280,6,5,baseline,72.062,pier
007,RMS_pier_20_220,20,220,5,2,baseline,71.184,beer
007,RMS_pier_25_240,25,240,6,3,baseline,71.686,pier
007,RMS_pier_15_280,15,280,4,5,baseline,71.137,pier
007,RMS_pier_15_240,15,240,4,3,baseline,70.459,pier
007,RMS_pier_10_280,10,280,3,5,baseline,72.044,beer
007,RMS_pier_5_260,5,260,2,4,baseline,71.238,beer
007,RMS_pier_5_280,5,280,2,5,baseline,71.669,beer
007,RMS_pier_25_300,25,300,6,6,baseline,72.264,pier
007,RMS_pier_20_280,20,280,5,5,baseline,71.942,pier
007,RMS_pier_10_260,10,260,3,4,baseline,72.173,beer
007,RMS_pier_5_300,5,300,2,6,baseline,71.789,beer
007,RMS_pier_15_220,15,220,4,2,baseline,70.479,beer
007,RMS_pier_10_240,10,240,3,3,baseline,71.854,beer
007,RMS_pier_10_300,10,300,3,6,baseline,72.045,beer
007,RMS_pier_15_260,15,260,4,4,baseline,70.886,beer
007,RMS_pier_20_300,20,300,5,6,baseline,71.296,pier
007,RMS_pier_25_260,25,260,6,4,baseline,71.689,pier
007,RMS_pier_25_220,25,220,6,2,baseline,71.427,pier
007,RMS_pier_20_240,20,240,5,3,baseline,71.453,pier
007,RMS_pier_5_220,5,220,2,2,baseline,71.334,beer
007,RMS_pier_15_300,15,300,4,6,baseline,71.279,pier
007,RMS_pier_25_280,25,280,6,5,baseline,72.062,pier
007,RMS_pier_20_260,20,260,5,4,baseline,72.155,pier
007,RMS_pier_10_220,10,220,3,2,baseline,71.33,beer
007,RMS_pier_5_240,5,240,2,3,baseline,71.671,beer
007,RMS_pier_25_260,25,260,6,4,baseline,71.689,pier
007,RMS_pier_15_240,15,240,4,3,baseline,70.459,beer
007,RMS_pier_15_220,15,220,4,2,baseline,70.479,beer
007,RMS_pier_20_260,20,260,5,4,baseline,72.155,pier
007,RMS_pier_10_240,10,240,3,3,baseline,71.854,beer
007,RMS_pier_15_260,15,260,4,4,baseline,70.886,beer
007,RMS_pier_5_300,5,300,2,6,baseline,71.789,beer
007,RMS_pier_25_280,25,280,6,5,baseline,72.062,pier
007,RMS_pier_25_220,25,220,6,2,baseline,71.427,pier
007,RMS_pier_5_280,5,280,2,5,baseline,71.669,beer
007,RMS_pier_25_300,25,300,6,6,baseline,72.264,pier
007,RMS_pier_20_280,20,280,5,5,baseline,71.942,pier
007,RMS_pier_10_300,10,300,3,6,baseline,72.045,beer
007,RMS_pier_10_280,10,280,3,5,baseline,72.044,beer
007,RMS_pier_20_220,20,220,5,2,baseline,71.184,beer
007,RMS_pier_20_240,20,240,5,3,baseline,71.453,beer
007,RMS_pier_10_220,10,220,3,2,baseline,71.33,beer
007,RMS_pier_20_300,20,300,5,6,baseline,71.296,pier
007,RMS_pier_5_220,5,220,2,2,baseline,71.334,beer
007,RMS_pier_5_260,5,260,2,4,baseline,71.238,beer
007,RMS_pier_15_280,15,280,4,5,baseline,71.137,beer
007,RMS_pier_15_300,15,300,4,6,baseline,71.279,beer
007,RMS_pier_10_260,10,260,3,4,baseline,72.173,beer
007,RMS_pier_5_240,5,240,2,3,baseline,71.671,beer
007,RMS_pier_25_240,25,240,6,3,baseline,71.686,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_0_220,0,220,1,2,canonical,exposure,beer
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_5_220,5,220,2,2,canonical,exposure,beer
007,RMS_pier_30_300,30,300,7,6,canonical,exposure,pier
007,RMS_pier_20_300,20,300,5,6,canonical,exposure,pier
007,RMS_pier_5_200,5,200,2,1,canonical,exposure,beer
007,RMS_pier_25_300,25,300,6,6,canonical,exposure,pier
007,RMS_pier_25_320,25,320,6,7,canonical,exposure,pier
007,RMS_pier_15_220,15,220,4,2,canonical,test,beer
007,RMS_pier_5_240,5,240,2,3,canonical,exposure,beer
007,RMS_pier_25_280,25,280,6,5,canonical,exposure,pier
007,RMS_pier_15_300,15,300,4,6,canonical,test,beer
007,RMS_pier_10_220,10,220,3,2,canonical,exposure,beer
